id_aluno,idade_aluno_2020,fase_2020,turma_2020,ponto_virada_2020,pedra_2020,ian_2020,ida_2020,ieg_2020,iaa_2020,ips_2020,ipp_2020,ipv_2020,inde_2020,instituicao_ensino_aluno_2020,anos_pm_2020,inde_conceito_2020,destaque_ieg_2020,destaque_ida_2020,destaque_ipv_2020
pm-642,9,1,N,Não,Ametista,10.0,10.0,6.7,7.50002,7.5,7.083333333333334,7.277776666666666,8.003890666666667,Escola Pública,1,B,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-644,10,1,B,Sim,Topázio,5.0,10.0,8.6,9.500020000000001,8.75,7.8125,9.000005,8.626253,Escola Pública,2,A,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-645,8,0,A,Não,Topázio,10.0,9.5,10.0,9.000020000000001,7.5,7.5,6.500005,8.600003000000001,Escola Pública,0,A,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-646,11,2,D,Não,Ametista,10.0,8.5,8.4,8.000020000000001,7.5,5.3125,6.75,7.811252000000001,Escola Pública,1,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-647,11,1,R,Não,Ágata,5.0,7.5,8.2,8.500020000000001,5.0,6.666666666666667,7.722219999999999,7.201112666666667,Escola Pública,2,C,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-648,12,3,H,Não,Ágata,10.0,5.0,6.2,7.9166799999999995,7.5,6.875000000000001,5.499993333333334,6.569166666666667,Escola Pública,1,C,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-655,8,1,R,Não,Ametista,10.0,9.0,9.4,8.500020000000001,7.5,6.458333333333334,7.722219999999999,8.470279333333334,Escola Pública,0,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-657,11,2,P,Não,Topázio,10.0,8.5,9.6,9.000020000000001,7.5,8.958333333333332,8.055560000000002,8.776947333333334,Escola Pública,1,A,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-659,11,3,B,Não,Quartzo,10.0,0.0,5.7,7.91667,7.5,7.34375,7.0833325,5.8327085,Escola Pública,1,D,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-661,17,7,B,Não,Ametista,10.0,7.0,9.1,9.16668,7.5,7.5,8.125,8.261668,Rede Decisão/União,3,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-663,10,1,D,Não,Ametista,5.0,9.0,8.5,9.000020000000001,6.25,4.6875,6.916665,7.377085000000001,Escola Pública,2,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-664,15,4,A,Sim,Topázio,5.0,9.333333333333334,10.0,9.583350000000001,10.0,9.166666666666666,9.8889,9.219448333333334,Rede Decisão/União,1,A,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-666,17,7,A,Não,Quartzo,10.0,0.0,0.4,5.8333200000000005,7.5,4.84375,4.66667,3.831041,Escola Pública,2,D,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-668,10,1,K,Não,Ametista,5.0,9.0,7.1,9.000020000000001,7.5,7.916666666666668,7.833333333333333,7.728335333333334,Escola Pública,0,B,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-670,16,5,A,Sim,Ametista,5.0,8.0,7.5,8.75001,9.375,9.166666666666666,9.33334,8.195835666666667,Escola Pública,0,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-671,10,1,E,Não,Ametista,5.0,10.0,6.0,8.500020000000001,7.5,7.5,7.555549999999998,7.561112,Escola Pública,2,B,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-672,9,1,M,Não,Ametista,10.0,4.5,9.6,9.000020000000001,6.25,7.8125,7.916665,7.709585000000001,Escola Pública,2,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-676,16,5,A,Não,Quartzo,5.0,0.0,1.9,4.58334,3.75,8.125,7.000003333333334,3.925834666666667,Escola Pública,2,D,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-677,10,1,A,Não,Ametista,5.0,9.0,9.1,9.500020000000001,6.25,3.4375,8.58334,7.75542,Escola Pública,1,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-678,10,2,F,Não,Quartzo,10.0,0.0,4.5,0.0,7.5,7.5,6.6111,4.72222,Escola Pública,1,D,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-680,17,7,B,Não,Ágata,10.0,6.5,7.6,7.5,5.625,6.71875,6.375,7.079375000000001,Escola Pública,1,C,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-681,13,2,H,Não,Quartzo,5.0,1.25,7.9,8.000020000000001,5.0,4.6875,7.75,5.648752,Escola Pública,2,D,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-682,10,1,A,Não,Ametista,5.0,9.0,9.6,9.000020000000001,7.5,7.1875,7.75,8.138752,Escola Pública,0,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-683,10,0,G,Não,Ametista,5.0,10.0,9.8,6.9166799999999995,5.0,2.5,6.99999,7.301666,Escola Pública,1,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-684,12,1,R,Não,Ametista,5.0,9.5,8.1,10.000020000000001,7.5,5.416666666666666,7.777773333333332,7.867223333333334,Escola Pública,2,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-685,8,0,F,Não,Ametista,10.0,9.5,9.9,8.500020000000001,7.5,2.5,5.0,7.730002000000001,Escola Pública,1,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-686,11,0,D,Não,Ametista,5.0,9.0,8.6,10.000020000000001,5.0,7.8125,7.333335,7.767919,Escola Pública,2,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-688,17,7,B,Não,Ágata,10.0,4.666666666666667,7.6,6.25001,5.625,7.03125,7.75,6.893959333333333,Escola Pública,2,C,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-689,11,2,B,Sim,Ametista,10.0,5.5,9.3,9.000020000000001,5.0,5.0,9.58334,7.776669999999999,Rede Decisão/União,3,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-691,11,1,C,Não,Ametista,5.0,9.0,9.2,7.00002,6.25,7.291666666666667,7.5,7.694168666666667,Escola Pública,1,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-693,8,0,H,Não,Ametista,10.0,10.0,10.0,8.500020000000001,7.5,2.5,6.99999,8.25,Escola Pública,0,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-695,8,0,C,Não,Topázio,10.0,9.0,10.0,9.000020000000001,7.5,7.8125,6.99999,8.631250000000001,Escola Pública,0,A,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-696,12,2,G,Sim,Ametista,5.0,6.5,9.6,7.50002,7.5,7.916666666666668,8.833336666666666,7.778336,Escola Pública,1,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-698,16,5,B,Não,Ágata,5.0,5.333333333333333,8.8,7.08333,5.625,8.333333333333334,7.888893333333335,7.008611666666667,Escola Pública,0,C,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-699,12,2,P,Não,Ágata,5.0,6.5,4.7,9.000020000000001,7.5,7.916666666666668,8.055560000000002,6.792780666666667,Escola Pública,1,C,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-700,11,2,F,Não,Ágata,10.0,4.5,6.9,9.000020000000001,7.5,7.916666666666668,6.222213333333333,6.966111333333335,Escola Pública,1,C,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-702,9,1,E,Não,Topázio,10.0,10.0,9.5,8.500020000000001,7.5,7.291666666666667,7.944443333333333,8.818057333333334,Escola Pública,1,A,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-703,13,2,D,Não,Ametista,5.0,9.5,9.9,8.500020000000001,7.5,8.4375,7.583335,8.340419,Escola Pública,1,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-704,11,2,D,Não,Ametista,10.0,3.5,9.7,9.000020000000001,7.5,7.5,7.75,7.590002,Escola Pública,2,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-707,14,2,C,Não,Ametista,5.0,8.0,8.7,9.000020000000001,7.5,7.708333333333334,7.666663333333333,7.794168000000001,Escola Pública,1,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-708,10,1,H,Não,Ametista,5.0,10.0,8.1,8.500020000000001,7.5,7.291666666666667,7.777776666666667,8.004724,Escola Pública,1,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-710,10,2,B,Não,Ametista,10.0,9.0,8.2,9.500020000000001,6.25,7.5,8.333335,8.431669,Rede Decisão/União,2,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-712,11,1,B,Não,Ametista,5.0,7.5,8.6,8.500020000000001,7.5,7.1875,7.75,7.588752,Escola Pública,0,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-713,11,2,J,Não,Quartzo,10.0,1.5,6.8,5.83334,7.5,5.624999999999999,7.555553333333333,6.066944666666666,Escola Pública,1,D,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-714,16,7,A,Não,Quartzo,10.0,4.5,2.7,7.5,4.375,6.5625,6.333325,5.550414999999999,Escola Pública,2,D,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-716,9,2,G,Não,Ametista,10.0,3.5,9.9,9.000020000000001,7.5,8.125,7.833333333333333,7.709168666666667,Escola Pública,1,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-718,14,2,N,Não,Quartzo,5.0,0.0,7.4,9.000020000000001,4.375,7.291666666666667,7.5,5.546668666666667,Escola Pública,1,D,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-719,10,2,F,Não,Quartzo,10.0,1.5,5.4,8.000020000000001,4.375,7.708333333333334,6.49999,5.688333333333334,Escola Pública,3,D,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-720,17,5,L,Não,Ágata,5.0,4.0,7.3,6.24999,6.25,7.708333333333334,7.72222,6.325276333333333,Escola Pública,1,C,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-721,12,1,G,Não,Quartzo,5.0,4.0,7.3,7.50002,5.0,2.5,7.0,5.660002,Escola Pública,1,D,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-724,11,2,R,Não,Ametista,10.0,6.0,9.4,6.9166799999999995,7.5,7.291666666666667,8.055553333333332,7.861945333333334,Escola Pública,1,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-725,11,2,M,Não,Ágata,10.0,7.0,3.3,9.000020000000001,5.0,6.875,7.916665,6.730835000000001,Escola Pública,2,C,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-731,17,5,L,Não,Ágata,5.0,4.333333333333333,7.8,9.16668,3.125,7.708333333333334,7.555553333333333,6.437778666666668,Escola Pública,1,C,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-732,14,4,L,Não,Ametista,10.0,7.666666666666667,7.0,7.91667,7.5,8.541666666666666,7.611113333333334,7.851389666666667,Escola Pública,2,B,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-733,11,2,M,Não,Ágata,10.0,2.5,7.9,8.500020000000001,8.125,7.1875,7.916665,7.044585,Escola Pública,2,C,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-737,11,2,N,Não,Ametista,10.0,6.5,9.6,8.500020000000001,7.5,7.5,7.5,8.070001999999999,Escola Pública,1,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-738,12,2,R,Não,Ametista,5.0,6.0,9.0,7.50002,6.875,8.541666666666668,8.333336666666668,7.458336000000001,Escola Pública,2,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-739,13,3,A,Sim,Topázio,10.0,8.333333333333334,7.3,10.000020000000001,10.0,8.4375,8.666675,8.703753666666667,Rede Decisão/União,4,A,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-740,10,0,D,Não,Ametista,5.0,10.0,9.4,8.000020000000001,8.125,7.8125,5.83333,7.940418,Escola Pública,0,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-743,8,0,H,Não,Ametista,10.0,10.0,9.8,9.000020000000001,5.0,2.5,6.916655,7.993333000000001,Rede Decisão/União,0,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-744,17,6,C,Não,Quartzo,5.0,2.6666666666666665,4.6,5.41667,5.0,6.71875,7.0416675,5.075208833333333,Escola Pública,1,D,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-745,15,4,L,Não,Quartzo,5.0,2.0,5.7,8.75001,7.5,8.125,7.38889,5.955279,Escola Pública,1,D,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-746,10,2,F,Sim,Topázio,10.0,9.0,9.1,9.000020000000001,7.5,8.541666666666666,8.833336666666666,8.890836,Rede Decisão/União,2,A,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-747,13,3,B,Não,Ametista,10.0,8.0,9.1,7.91667,5.625,7.96875,7.91667,8.154376000000001,Escola Pública,1,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-749,14,4,L,Não,Ágata,10.0,5.333333333333333,3.7,9.58335,7.5,8.541666666666666,5.666659999999999,6.502500333333334,Escola Pública,2,C,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-750,16,4,B,Não,Quartzo,5.0,0.0,6.4,9.58335,6.875,8.125,6.555553333333332,5.549445666666667,Escola Pública,0,D,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-753,12,3,E,Não,Ágata,10.0,2.3333333333333335,6.6,7.91667,7.5,8.125,6.722216666666666,6.485277,Escola Pública,1,C,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-755,13,3,L,Não,Ametista,10.0,8.0,7.5,7.91667,5.0,8.4375,7.5,7.735417,Escola Pública,3,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-756,14,2,B,Não,Ametista,5.0,9.0,8.9,9.000020000000001,7.5,4.375,6.33333,7.4341680000000006,Escola Pública,1,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-757,13,3,A,Não,Ágata,10.0,4.666666666666667,4.3,5.41666,7.5,7.96875,6.791665,6.240207333333333,Escola Pública,3,C,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-758,11,2,L,Não,Ametista,10.0,4.25,7.5,9.000020000000001,7.5,7.916666666666666,8.222226666666666,7.436114000000001,Escola Pública,0,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-760,7,0,G,Não,Topázio,10.0,10.0,9.8,9.000020000000001,7.5,7.8125,6.24999,8.641250000000001,Escola Pública,0,A,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-766,15,4,B,Não,Ágata,5.0,3.6666666666666665,7.4,8.75001,7.5,8.749999999999998,8.055560000000002,6.824446333333334,Escola Pública,0,C,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-767,13,3,L,Não,Ágata,10.0,7.0,5.0,9.16668,7.5,7.96875,6.16666,7.096875,Escola Pública,2,C,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-768,14,3,G,Sim,Ametista,5.0,7.666666666666667,9.9,7.9166799999999995,4.375,7.291666666666667,8.77778,7.7272240000000005,Rede Decisão/União,3,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-773,12,2,E,Sim,Ametista,5.0,9.5,5.6,9.000020000000001,7.5,8.958333333333334,8.944446666666664,7.854724666666667,Escola Pública,4,B,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-776,14,3,R,Não,Quartzo,5.0,1.6666666666666667,5.2,9.16668,7.5,7.291666666666667,6.611106666666666,5.591389333333334,Escola Pública,0,D,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-777,13,1,D,Não,Ágata,5.0,7.25,7.8,8.000020000000001,5.0,7.1875,7.416665,7.012085000000001,Escola Pública,1,C,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-779,16,6,C,Não,Ágata,10.0,4.0,3.9,8.75001,7.5,7.5,7.624995,6.48,Escola Pública,3,C,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-780,12,3,M,Não,Ametista,10.0,8.333333333333334,8.2,9.16668,7.5,7.96875,6.6666625,8.103542166666667,Escola Pública,0,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-782,14,5,B,Sim,Ametista,10.0,5.666666666666667,8.7,8.75001,9.375,9.166666666666666,9.166673333333334,8.435835666666668,Rede Decisão/União,3,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
