id_aluno,idade_aluno_2020,fase_2021,turma_2021,ponto_virada_2021,pedra_2021,ian_2021,ida_2021,ieg_2021,iaa_2021,ips_2021,ipp_2021,ipv_2021,inde_2021,instituicao_ensino_aluno_2021,sinalizador_ingressante_2021,rec_equipe_1_2021,rec_equipe_2_2021,rec_equipe_3_2021,rec_equipe_4_2021,nivel_ideal_2021,defasagem_2021
pm-681,13,2.0,C,Não,Ágata,5.0,6.6,6.3,8.5,6.9,7.3,7.5,6.842,Escola Pública,Veterano,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Não avaliado,Nível 4 (9o ano),-2.0
pm-682,10,1.0,N,Sim,Ametista,5.0,7.3,9.6,8.0,7.5,8.1,9.1,8.04,Escola Pública,Veterano,Mantido na Fase atual,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Nível 2 (5o e 6o ano),-1.0
pm-685,8,0.0,P,Não,Ágata,5.0,4.7,5.0,8.5,6.3,7.2,7.1,6.048,Escola Pública,Veterano,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 1 (4o ano),-1.0
pm-686,11,0.0,P,Não,Ametista,5.0,6.5,5.8,9.5,7.5,7.5,7.5,6.917,Escola Pública,Veterano,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 2 (5o e 6o ano),-2.0
pm-687,,3.0,C,Não,Quartzo,5.0,2.0,5.0,6.7,7.5,7.3,5.3,5.101,Escola Pública,Ingressante,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 5 (1o EM),-2.0
pm-688,17,7.0,A,Não,Ametista,5.0,8.3,9.7,8.3,5.6,7.8,7.3,7.738,Escola Pública,Veterano,Mantido na Fase atual,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Nível 8 (Universitários),-1.0
pm-689,11,2.0,B,Não,Ametista,5.0,7.9,9.2,8.5,7.5,7.5,8.3,7.908,Rede Decisão,Veterano,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,Nível 3 (7o e 8o ano),-1.0
pm-690,,0.0,N,Não,Ágata,5.0,4.9,8.3,9.0,0.0,7.5,6.2,6.042,Escola Pública,Ingressante,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 1 (4o ano),-1.0
pm-693,8,0.0,P,Não,Ágata,5.0,5.9,5.0,8.5,7.5,7.5,8.3,6.675,Escola Pública,Veterano,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 1 (4o ano),-1.0
pm-694,,0.0,Q,Não,Topázio,10.0,7.3,10.0,9.5,7.5,7.8,8.7,8.665,Escola Pública,Ingressante,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,ALFA  (2o e 3o ano),0.0
pm-695,8,0.0,J,Sim,Topázio,5.0,7.1,10.0,10.0,7.5,7.5,9.3,8.263,Escola Pública,Veterano,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 1 (4o ano),-1.0
pm-698,16,6.0,A,Não,Ametista,5.0,7.2,8.1,7.9,5.6,8.1,7.9,7.294,Escola Pública,Veterano,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Nível 7 (3o EM),-1.0
pm-700,11,2.0,I,Não,Ágata,5.0,4.9,4.6,9.5,7.5,7.5,6.8,6.197,Escola Pública,Veterano,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-1.0
pm-703,13,3.0,F,Não,Ametista,5.0,6.3,6.7,9.2,7.5,7.5,7.9,7.106,Escola Pública,Veterano,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Nível 4 (9o ano),-1.0
pm-706,,2.0,I,Não,Ametista,5.0,6.9,6.3,10.0,7.5,7.7,7.8,7.213,Escola Pública,Veterano,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Não avaliado,Nível 3 (7o e 8o ano),-1.0
pm-707,14,2.0,C,Não,Ágata,2.5,5.4,7.1,9.5,7.5,7.5,8.1,6.814,Escola Pública,Veterano,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 5 (1o EM),-3.0
pm-708,10,1.0,E,Não,Ametista,5.0,5.1,9.2,9.0,7.5,8.3,7.2,7.286,Escola Pública,Veterano,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1.0
pm-709,,1.0,R,Não,Ametista,5.0,5.8,8.3,8.5,7.5,8.5,8.4,7.449,Escola Pública,Ingressante,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1.0
pm-710,10,2.0,B,Não,Topázio,10.0,8.3,9.2,9.5,7.5,8.3,8.4,8.713,Rede Decisão,Veterano,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,Nível 2 (5o e 6o ano),0.0
pm-713,11,2.0,R,Não,Quartzo,5.0,2.6,6.3,0.0,6.9,8.1,6.8,5.129,Escola Pública,Veterano,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-1.0
pm-716,9,2.0,G,Não,Ametista,10.0,4.5,6.3,8.5,7.5,7.5,7.1,6.911,Escola Pública,Veterano,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),0.0
pm-717,,3.0,R,Não,Quartzo,5.0,3.3,4.7,8.8,7.5,7.1,5.3,5.494,Escola Pública,Ingressante,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 4 (9o ano),-1.0
pm-721,12,2.0,I,Não,Quartzo,5.0,2.5,3.8,9.5,5.6,6.7,5.5,5.029,Escola Pública,Veterano,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-1.0
pm-722,,1.0,M,Sim,Topázio,5.0,6.9,10.0,10.0,7.5,8.1,9.2,8.271,Escola Pública,Ingressante,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1.0
pm-725,11,2.0,M,Não,Quartzo,5.0,0.0,0.4,0.0,7.5,7.5,3.4,2.767,Escola Pública,Veterano,Mantido na Fase atual,Não avaliado,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-1.0
pm-726,,0.0,M,Não,Ágata,10.0,3.4,4.2,8.4,7.5,7.2,5.7,5.981,Escola Pública,Ingressante,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,ALFA  (2o e 3o ano),0.0
pm-729,,4.0,E,Não,Ágata,5.0,5.8,3.9,6.7,7.5,7.5,5.4,5.686,Escola Pública,Ingressante,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Nível 5 (1o EM),-1.0
pm-730,,5.0,F,Não,Ágata,5.0,5.8,4.4,8.3,5.0,7.3,5.3,5.69,Rede Decisão,Ingressante,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Nível 6 (2o EM),-1.0
pm-732,14,5.0,L,Não,Ametista,10.0,8.0,6.4,7.9,7.5,8.1,7.7,7.765,Rede Decisão,Veterano,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Promovido de Fase,Nível 5 (1o EM),0.0
pm-733,11,3.0,L,Não,Ametista,10.0,4.4,6.4,8.8,6.3,7.7,7.3,6.89,Rede Decisão,Veterano,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),0.0
pm-736,,0.0,N,Não,Quartzo,10.0,3.6,5.0,9.0,0.0,2.5,6.2,5.113,Escola Pública,Ingressante,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,ALFA  (2o e 3o ano),0.0
pm-737,11,2.0,N,Não,Ametista,5.0,6.9,7.1,9.0,7.5,8.5,8.1,7.431,Escola Pública,Veterano,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-1.0
pm-738,12,3.0,J,Não,Ametista,10.0,8.1,7.8,9.2,6.3,7.5,7.9,8.042,Rede Decisão,Veterano,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),0.0
pm-739,13,3.0,A,Sim,Ametista,5.0,7.6,8.1,9.2,8.8,8.1,9.2,8.085,Rede Decisão,Veterano,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Nível 4 (9o ano),-1.0
pm-740,10,0.0,P,Não,Ágata,5.0,4.2,5.8,9.0,7.5,7.5,7.6,6.421,Escola Pública,Veterano,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 2 (5o e 6o ano),-2.0
pm-741,,5.0,B,Não,Ametista,10.0,6.2,4.4,8.8,7.5,8.0,7.3,7.002,Escola Pública,Ingressante,Promovido de Fase,Mantido na Fase atual,Promovido de Fase + Bolsa,Mantido na Fase atual,Nível 5 (1o EM),0.0
pm-742,,3.0,G,Não,Ametista,10.0,6.8,6.1,7.5,7.5,7.7,7.5,7.36,Escola Pública,Ingressante,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,Nível 3 (7o e 8o ano),0.0
pm-743,8,1.0,J,Não,Ametista,10.0,6.4,8.8,10.0,5.0,7.9,8.7,8.061,Escola Pública,Veterano,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 1 (4o ano),0.0
pm-746,10,2.0,G,Sim,Topázio,10.0,9.3,8.8,9.0,8.8,8.5,9.4,9.107,Rede Decisão,Veterano,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),0.0
pm-747,13,4.0,E,Sim,Topázio,10.0,7.4,8.9,8.8,7.5,9.2,9.3,8.675,Escola Pública,Veterano,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,Nível 4 (9o ano),0.0
pm-748,,0.0,Q,Não,Ametista,5.0,6.4,10.0,10.0,7.5,7.8,8.3,7.985,Escola Pública,Ingressante,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 2 (5o e 6o ano),-2.0
pm-749,14,4.0,G,Não,Ágata,5.0,7.6,5.0,6.3,7.5,7.5,6.8,6.508,Escola Pública,Veterano,Promovido de Fase,Promovido de Fase,Promovido de Fase,Promovido de Fase,Nível 5 (1o EM),-1.0
pm-753,12,4.0,E,Não,Quartzo,10.0,0.8,2.5,8.3,7.5,7.2,4.1,4.785,Escola Pública,Veterano,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Nível 3 (7o e 8o ano),1.0
pm-755,13,4.0,G,Não,Ágata,10.0,6.8,4.7,7.1,6.9,7.8,7.0,6.872,Rede Decisão,Veterano,Promovido de Fase,Promovido de Fase,Promovido de Fase,Promovido de Fase,Nível 4 (9o ano),0.0
pm-757,13,3.0,A,Não,Quartzo,5.0,2.9,5.3,7.9,7.5,7.3,5.1,5.421,Escola Pública,Veterano,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 4 (9o ano),-1.0
pm-758,11,2.0,K,Não,Ametista,5.0,6.5,5.4,8.5,7.5,8.3,8.3,6.983,Escola Pública,Veterano,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-1.0
pm-760,7,0.0,P,Não,Ametista,10.0,6.8,5.8,8.0,7.5,7.8,7.5,7.36,Escola Pública,Veterano,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,ALFA  (2o e 3o ano),0.0
pm-763,,1.0,F,Não,Ágata,5.0,3.2,7.1,7.5,7.5,7.9,8.5,6.546,Escola Pública,Ingressante,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1.0
pm-766,15,5.0,A,Não,Ametista,5.0,6.5,7.5,9.2,7.5,7.8,8.4,7.44,Escola Pública,Ingressante,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Mantido na Fase atual,Nível 6 (2o EM),-1.0
pm-768,14,3.0,G,Não,Ametista,5.0,8.4,9.2,8.3,6.3,8.1,8.9,8.065,Rede Decisão,Veterano,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Nível 5 (1o EM),-2.0
pm-769,,3.0,B,Não,Topázio,10.0,8.5,7.2,9.6,7.5,7.7,8.9,8.401,Escola Pública,Ingressante,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Nível 3 (7o e 8o ano),0.0
pm-773,12,2.0,F,Sim,Topázio,5.0,8.9,10.0,9.5,7.5,9.8,9.8,8.921,Rede Decisão,Veterano,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Não avaliado,Nível 3 (7o e 8o ano),-1.0
pm-775,,2.0,A,Sim,Topázio,10.0,8.9,10.0,9.5,7.5,8.1,9.6,9.211,Escola Pública,Ingressante,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Nível 2 (5o e 6o ano),0.0
pm-776,14,3.0,R,Não,Quartzo,5.0,3.9,4.2,7.9,7.5,6.9,5.4,5.424,Escola Pública,Veterano,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 5 (1o EM),-2.0
pm-777,13,2.0,D,Não,Quartzo,2.5,4.3,3.8,8.0,7.5,7.5,6.8,5.5,Escola Pública,Veterano,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,Nível 5 (1o EM),-3.0
pm-781,,3.0,M,Não,Quartzo,10.0,3.3,3.1,8.8,7.5,6.7,4.4,5.45,Escola Pública,Veterano,Mantido na Fase atual,Alocado em Fase anterior,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),0.0
pm-783,11,2.0,K,Não,Ágata,5.0,3.6,4.6,7.5,7.5,8.3,8.3,6.118,Escola Pública,Veterano,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-1.0
pm-784,,2.0,G,Sim,Topázio,5.0,7.9,9.2,9.5,8.8,8.5,9.7,8.533,Rede Decisão,Ingressante,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-1.0
pm-786,16,5.0,F,Não,Quartzo,5.0,3.3,6.1,7.1,5.0,7.2,5.1,5.341,Escola Pública,Veterano,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Nível 7 (3o EM),-2.0
pm-790,13,4.0,A,Sim,Topázio,10.0,7.5,8.3,10.0,7.5,8.8,9.3,8.65,Rede Decisão,Veterano,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Nível 4 (9o ano),0.0
pm-792,11,2.0,I,Não,Quartzo,5.0,4.1,5.8,6.3,5.0,7.5,5.8,5.531,Escola Pública,Veterano,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-1.0
pm-793,9,1.0,E,Não,Ágata,5.0,3.9,7.9,8.0,7.5,7.3,6.8,6.506,Escola Pública,Veterano,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não avaliado,Nível 2 (5o e 6o ano),-1.0
pm-794,11,3.0,L,Não,Ametista,2.5,8.2,7.5,7.9,6.3,7.9,8.1,7.211,Rede Decisão,Veterano,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Nível 6 (2o EM),-3.0
pm-796,13,4.0,E,Não,Ágata,10.0,2.3,6.7,8.3,7.5,7.3,4.2,5.943,Escola Pública,Veterano,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Nível 4 (9o ano),0.0
pm-797,12,2.0,R,Não,Quartzo,2.5,0.0,0.4,0.0,6.3,6.9,4.1,2.468,Escola Pública,Veterano,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 6 (2o EM),-4.0
pm-798,,3.0,R,Não,Ametista,5.0,6.5,7.5,9.2,7.5,7.5,7.7,7.25,Escola Pública,Ingressante,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Nível 4 (9o ano),-1.0
pm-802,,0.0,Q,Sim,Topázio,10.0,7.9,10.0,9.5,7.5,8.8,9.4,9.046,Escola Pública,Ingressante,Promovido de Fase + Bolsa,Mantido na Fase atual,Não avaliado,Não avaliado,ALFA  (2o e 3o ano),0.0
pm-803,7,0.0,K,Não,Ametista,5.0,6.6,6.7,8.5,7.5,8.8,7.5,7.133,Escola Pública,Veterano,Mantido na Fase atual,Não avaliado,Não avaliado,Não avaliado,Nível 1 (4o ano),-1.0
pm-805,,1.0,J,Não,Ametista,10.0,5.1,5.8,8.5,7.5,8.1,6.9,6.993,Escola Pública,Ingressante,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não avaliado,Nível 1 (4o ano),0.0
pm-807,8,1.0,E,Sim,Topázio,10.0,9.1,10.0,10.0,5.0,9.0,9.8,9.176,Escola Pública,Veterano,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Não avaliado,Nível 1 (4o ano),0.0
pm-809,,1.0,G,Não,Quartzo,5.0,0.0,2.5,10.0,7.5,7.2,6.5,4.769,Escola Pública,Ingressante,Não avaliado,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1.0
pm-811,11,2.0,B,Não,Ametista,5.0,6.3,8.3,8.0,7.5,7.5,7.3,7.196,Rede Decisão,Veterano,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-1.0
pm-812,,0.0,Q,Não,Ametista,5.0,7.1,10.0,10.0,7.5,7.5,8.3,8.075,Escola Pública,Ingressante,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 2 (5o e 6o ano),-2.0
pm-813,9,2.0,F,Não,Ametista,10.0,3.9,7.5,9.0,7.5,7.7,7.8,7.275,Escola Pública,Veterano,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),0.0
pm-814,11,2.0,E,Não,Ágata,5.0,4.4,5.0,7.9,7.5,7.9,7.6,6.231,Escola Pública,Veterano,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-1.0
pm-817,10,2.0,C,Sim,Ametista,2.5,7.6,7.5,9.0,7.5,7.9,9.2,7.549,Escola Pública,Veterano,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Nível 5 (1o EM),-3.0
pm-818,,0.0,O,Não,Ametista,10.0,4.4,6.7,8.0,7.5,7.5,7.3,6.958,Escola Pública,Ingressante,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,ALFA  (2o e 3o ano),0.0
pm-820,14,5.0,B,Não,Ametista,10.0,8.2,6.1,8.8,7.5,8.6,8.7,8.073,Rede Decisão,Veterano,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Mantido na Fase atual,Nível 5 (1o EM),0.0
pm-822,,0.0,T,Sim,Topázio,10.0,6.6,10.0,9.5,7.5,8.1,9.7,8.758,Escola Pública,Ingressante,Promovido de Fase,Promovido de Fase,Não avaliado,Não avaliado,ALFA  (2o e 3o ano),0.0
pm-823,10,2.0,N,Não,Ametista,10.0,3.9,7.1,8.5,7.5,7.9,8.1,7.207,Rede Decisão,Veterano,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),0.0
pm-824,10,1.0,M,Sim,Ametista,5.0,4.9,10.0,9.0,7.5,8.1,9.1,7.76,Escola Pública,Veterano,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Não avaliado,Nível 2 (5o e 6o ano),-1.0
pm-825,13,3.0,M,Não,Quartzo,5.0,1.2,2.8,7.9,6.3,6.3,4.8,4.286,Escola JP II,Veterano,Mantido na Fase atual,Alocado em Fase anterior,Mantido na Fase atual,Não avaliado,Nível 4 (9o ano),-1.0
pm-826,11,2.0,L,Não,Quartzo,5.0,1.0,2.5,0.0,7.5,7.9,7.2,4.186,Escola Pública,Veterano,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-1.0
pm-827,,0.0,S,Não,Ágata,5.0,6.0,5.0,9.0,7.5,7.5,8.2,6.733,Escola Pública,Ingressante,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 1 (4o ano),-1.0
pm-828,15,5.0,L,Não,Ametista,5.0,7.3,7.5,9.2,7.5,8.1,7.7,7.482,Rede Decisão,Veterano,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Nível 6 (2o EM),-1.0
pm-829,12,3.0,F,Não,Ágata,10.0,3.6,3.9,10.0,7.5,7.3,7.2,6.418,Escola Pública,Veterano,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),0.0
pm-830,13,5.0,B,Não,Topázio,10.0,7.9,7.8,10.0,7.5,8.8,8.8,8.506,Rede Decisão,Veterano,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Mantido na Fase atual,Nível 4 (9o ano),1.0
pm-831,11,1.0,M,Não,Ametista,5.0,3.6,10.0,9.5,7.5,7.7,8.3,7.351,Escola Pública,Veterano,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não avaliado,Nível 3 (7o e 8o ano),-2.0
pm-833,,0.0,K,Não,Ágata,5.0,4.4,8.3,8.5,4.4,2.5,6.2,5.825,Escola Pública,Ingressante,Mantido na Fase atual,Alocado em Fase anterior,Não avaliado,Não avaliado,Nível 1 (4o ano),-1.0
pm-834,,3.0,H,Não,Quartzo,5.0,5.8,3.1,6.7,6.9,7.3,5.7,5.506,Escola Pública,Ingressante,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 4 (9o ano),-1.0
pm-835,11,2.0,M,Não,Quartzo,5.0,1.6,5.4,0.0,5.6,7.8,5.4,4.335,Escola Pública,Veterano,Mantido na Fase atual,Não avaliado,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-1.0
pm-838,15,6.0,A,Não,Ágata,10.0,5.3,7.2,7.5,2.5,7.7,5.2,6.315,Rede Decisão,Veterano,Alocado em Fase anterior,Promovido de Fase,Não avaliado,Mantido na Fase atual,Nível 6 (2o EM),0.0
pm-840,8,0.0,K,Não,Ágata,5.0,6.6,8.3,9.0,4.4,5.3,6.2,6.598,Escola Pública,Veterano,Mantido na Fase atual,Alocado em Fase anterior,Não avaliado,Não avaliado,Nível 1 (4o ano),-1.0
pm-843,,6.0,C,Não,Ágata,5.0,7.3,7.2,7.1,5.6,6.9,6.5,6.644,Escola Pública,Ingressante,Mantido na Fase atual,Promovido de Fase,Alocado em Fase anterior,Promovido de Fase,Nível 7 (3o EM),-1.0
pm-845,,3.0,A,Não,Ágata,10.0,4.5,4.4,8.8,4.4,6.0,4.9,5.683,Escola Pública,Ingressante,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),0.0
pm-848,12,2.0,M,Não,Ágata,5.0,4.9,7.9,8.5,7.5,8.1,6.8,6.85,Escola Pública,Veterano,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-1.0
pm-849,10,2.0,R,Não,Ametista,10.0,4.6,8.3,7.5,8.1,7.9,7.6,7.444,Escola Pública,Veterano,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Não avaliado,Nível 2 (5o e 6o ano),0.0
pm-850,12,3.0,B,Sim,Ametista,10.0,6.6,7.5,9.2,7.5,8.1,9.3,8.151,Rede Decisão,Veterano,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Nível 3 (7o e 8o ano),0.0
pm-851,9,1.0,G,Sim,Ametista,5.0,4.8,9.6,9.5,7.5,8.1,9.2,7.713,Escola Pública,Veterano,Mantido na Fase atual,Mantido na Fase + Bolsa,Promovido de Fase,Não avaliado,Nível 2 (5o e 6o ano),-1.0
